City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
325,Lerik,AZ,63.32,few clouds,38.7726,48.4128,9 QARDAŞ
326,Santa Branca,BR,67.68,clear sky,-23.3967,-45.8839,Space St. Euphrasia
327,Suslovo,RU,36.63,overcast clouds,56.2167,88.1167, 
328,Garmisch-Partenkirchen,DE,55.89,broken clouds,47.4921,11.0958,Hyperion Hotel Garmisch-Partenkirchen
329,Maniitsoq,GL,25.43,scattered clouds,65.4167,-52.9,Hotel Heilmann Lyberth
330,Raga,SS,72.68,broken clouds,8.4596,25.678, 
331,Cejkovice,CZ,43.18,clear sky,48.9059,16.9423,Hotel Albor
332,Kristinehamn,SE,28.96,clear sky,59.3098,14.1081,Hotell Marieberg
333,Altamira,BR,77.58,overcast clouds,-3.2033,-52.2064,Requinte Hotel
334,Weligama,LK,77.14,moderate rain,5.9667,80.4167,Weligama Bay Resort
335,Pointe Michel,DM,79.09,few clouds,15.25,-61.3833,Roseau Hostel & Beach Front Property
336,Takoradi,GH,76.98,light rain,4.8845,-1.7554,Raybow International Hotel
337,Brae,GB,45.19,overcast clouds,60.3964,-1.353,Busta House Hotel
338,Igarka,RU,33.17,light snow,67.4667,86.5833,"Zapolyar'ye, Gostinitsa"
339,Ancud,CL,52.23,overcast clouds,-41.8697,-73.8203,Hotel Arena Gruesa
340,Ayagoz,KZ,38.84,overcast clouds,47.9714,80.4392,Gostinitsa Nur
341,Tutoia,BR,79.75,few clouds,-2.7619,-42.2744,Pousada Guará's
342,Sassandra,CI,75.85,broken clouds,4.95,-6.0833,la terrasse
343,Bud,US,48.33,clear sky,39.447,-86.1758,Ted McQuinn Trust
344,Havelock,US,55.94,clear sky,34.8791,-76.9013,Sherwood Motel
345,Qasigiannguit,GL,26.85,overcast clouds,68.8193,-51.1922,Almost HOME
346,Sao Filipe,CV,79.38,scattered clouds,14.8961,-24.4956,Hotel Xaguate
347,Los Llanos De Aridane,ES,65.95,broken clouds,28.6585,-17.9182,Valle Aridane
348,Yining,CN,51.39,broken clouds,29.0361,114.5636,Xiushui Hotel
349,Arapiraca,BR,69.1,scattered clouds,-9.7525,-36.6611,AUTO HOTEL BLUE
350,Yar-Sale,RU,35.55,overcast clouds,66.8333,70.8333,Yalemd
351,La Macarena,CO,74.55,overcast clouds,2.1837,-73.7849,Casa Hotel Real
352,Lodeynoye Pole,RU,35.24,overcast clouds,60.726,33.5531,Svir Mini-Hotel
353,Adrar,MR,86.92,scattered clouds,20.5022,-10.0711, 
354,Kamenka,RU,47.59,overcast clouds,51.3223,42.7678, 
355,Gboko,NG,75.7,light rain,7.3179,8.9951,Mavillah Apartment and Suites
356,Umea,SE,40.91,broken clouds,63.8284,20.2597,Hotel Avenue | ProfilHotels
357,Klobuck,PL,34.45,clear sky,50.9008,18.9367,Wenecka
358,Mwene-Ditu,CD,66.22,overcast clouds,-7.0,23.45,African'zuri
359,Sumbe,AO,74.59,broken clouds,-11.2061,13.8437,Hotel Ritz Sumbe
360,Capoterra,IT,65.53,clear sky,39.1763,8.9718,Ariedo Bed And Breakfast
361,Marawi,PH,72.61,overcast clouds,7.9986,124.2928,Derogongan Residence
362,Gat,IL,69.4,broken clouds,31.61,34.7642,OlusHome
363,Vasteras,SE,38.86,broken clouds,59.6162,16.5528,Scandic Västerås
364,Massaguet,TD,84.65,overcast clouds,12.4755,15.4365,Alwatane
365,Pascagoula,US,62.42,clear sky,30.3658,-88.5561,Regency Inn
366,Camapua,BR,77.4,scattered clouds,-19.5314,-54.0439,Comercial Estrela
367,Coihaique,CL,53.55,broken clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
368,Soyo,AO,76.24,scattered clouds,-6.1349,12.3689,Hospedaria ndozi'ame
369,Havre-Saint-Pierre,CA,52.16,moderate rain,50.2334,-63.5986,Auberge Niapiskau
370,San Antonio,US,76.48,clear sky,29.4241,-98.4936,Drury Plaza Hotel San Antonio Riverwalk
371,Nosy Varika,MG,69.53,broken clouds,-20.5833,48.5333,Hotel Volazara
372,Chamba,IN,61.59,overcast clouds,32.5667,76.1333,NotOnMap - Rafi's House
373,Trairi,BR,79.18,scattered clouds,-3.2778,-39.2689,janelas do mar
374,Sao Domingos Do Maranhao,BR,85.23,broken clouds,-5.5758,-44.3853,Pousada Babaçu
375,Valparaiso,CL,61.03,clear sky,-33.0393,-71.6273,Hotel Ultramar
376,Martin,US,65.91,overcast clouds,27.0837,-80.4164, 
377,Lages,BR,59.99,broken clouds,-27.8161,-50.3261,Hotel Le CanarD Lages
378,Manor,IN,75.6,few clouds,19.75,72.9167,Vegas Hotel And Lodging.
379,Cozumel,MX,77.95,light rain,20.5083,-86.9458,Cozumel Palace® All Inclusive Resort
380,Tessalit,ML,80.87,scattered clouds,20.1986,1.0114, 
381,Wajir,KE,76.12,broken clouds,1.7471,40.0573,Mahatallah Hotel
382,Vizinga,RU,32.9,overcast clouds,61.0749,50.1031,"Gostinitsa ""Nadezhda"""
383,Huancabamba,PE,59.05,light rain,-5.2386,-79.4506,Hospedaje El Dorado
384,Hualmay,PE,62.87,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
385,Nioki,CD,72.77,light rain,-2.7167,17.6833, 
386,Antofagasta,CL,60.08,scattered clouds,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
387,Vytegra,RU,39.13,overcast clouds,61.0064,36.4481,Wardenclyffe Volgo&Balt
388,Rio Grande,BR,62.71,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
389,Omboue,GA,76.84,light rain,-1.5746,9.2618,Hotel Olako
390,Jacmel,HT,84.04,light rain,18.2342,-72.5347,Historic Hotel Florita
391,Cabanas,CU,73.2,overcast clouds,22.9758,-82.9219,Villa Luis Montesino y Anabel
392,Izhma,RU,32.7,light snow,65.0083,53.9113, 
393,Abha,SA,57.45,clear sky,18.2164,42.5053,Abha Hotel
394,Vila Velha,BR,71.55,overcast clouds,-20.3297,-40.2925,Hotel Vitória Palace
395,Dingli,MT,65.8,clear sky,35.8614,14.3822,The Xara Palace Relais & Chateaux
396,Saint-Joseph,RE,64.78,few clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
397,Ravar,IR,64.11,clear sky,31.2656,56.8055,computertik
398,Kirovskiy,RU,41.7,few clouds,45.0917,133.5136,"Uyut, Gostinitsa"
399,Diveyevo,RU,41.7,few clouds,55.0433,43.2418,Diveyevskaya Sloboda
400,Carndonagh,IE,50.94,overcast clouds,55.25,-7.2667,Riversdale Country House
401,Ngora,UG,66.0,overcast clouds,1.4314,33.7772,Galaxy Country Club
402,Faya,SA,57.72,clear sky,18.3851,42.4509,شيلة نسايم
403,Morlaix,FR,59.22,overcast clouds,48.5833,-4.0,Titulipe
404,Quimper,FR,59.58,clear sky,48.0,-4.1,Hôtel Oceania Quimper
405,Hamilton,US,51.31,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
406,Itapirapua,BR,87.96,few clouds,-15.8233,-50.6133,Hotel Nossa Senhora Aparecida
407,Staroutkinsk,RU,35.11,overcast clouds,57.2302,59.3348,Staraya Utka
408,Calabozo,VE,78.3,broken clouds,8.9242,-67.4293,Hotel Giardini
409,Muleba,TZ,68.79,overcast clouds,-1.8397,31.6544,DIGNITY GUEST (RUGAIMUKAMU)
410,Monte Alegre,BR,80.2,scattered clouds,-2.0078,-54.0692,Hotel Shekinah
411,Skjervoy,NO,39.2,overcast clouds,70.0311,20.9714,Tschudi Marine Services AS
412,Bartica,GY,80.92,light rain,6.4,-58.6167,Sloth Island Nature Resort
413,Hashtrud,IR,53.46,few clouds,37.4779,47.0508,Mahan Hotel
414,Tabou,CI,76.26,light rain,4.423,-7.3528,hotêl doufoulougou
415,Villa Carlos Paz,AR,58.89,overcast clouds,-31.4241,-64.4978,Monte Carlo vcp
416,Kashi,CN,60.01,overcast clouds,39.4547,75.9797,帕米尔青年旅舍
417,Gangapur,IN,71.01,few clouds,26.4833,76.7167,OYO 45271 Hotel Haveli
418,Muravlenko,RU,36.3,overcast clouds,63.7898,74.523,Hostel Rus Muravlenko
419,Robore,BO,77.61,scattered clouds,-18.3333,-59.75,Hotel Las Lajas
420,Martinsicuro,IT,66.13,clear sky,42.8811,13.9145,Hotel Rivadoro
421,Kautokeino,NO,33.39,broken clouds,69.0125,23.0412,Thon Hotel Kautokeino
422,Gravdal,NO,46.29,overcast clouds,68.1214,13.5031,Skreda Rorbusuiter
423,Wattegama,LK,74.32,overcast clouds,6.7989,81.4808, 
424,Mehamn,NO,37.31,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
425,Maarianhamina,AX,44.46,clear sky,60.0973,19.9348,Park Alandia Hotel
426,Urengoy,RU,36.97,overcast clouds,65.9667,78.3667,Gostinnitsa Medveditsa
427,Quatre Cocos,MU,68.11,broken clouds,-20.2078,57.7625,Sunrise Attitude Hotel
428,Machico,PT,75.83,few clouds,32.7,-16.7667,Dom Pedro Madeira Hotel
429,Shahrud,IR,54.97,clear sky,36.4182,54.9763,Royal Hotel
430,Saint-Augustin,CA,51.73,overcast clouds,51.226,-58.6502,Riverview Inn
431,Elizabeth City,US,53.62,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
432,Varkaus,FI,37.31,overcast clouds,62.3153,27.873,Hotel Oscar
433,Savannah Bight,HN,82.6,light rain,16.45,-85.85,Villa on Dunbar Rock
434,Ilebo,CD,70.65,overcast clouds,-4.3167,20.5833,Hôtel BUMAK
435,Danville,US,48.78,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
436,La Plata,AR,62.83,light rain,-34.9215,-57.9545,Hotel Corregidor
437,Aksarayskiy,RU,59.43,scattered clouds,46.7924,48.0119, 
438,Shediac,CA,58.35,moderate rain,46.2198,-64.5411,Auberge Gabrièle (Hôtel & Restaurant)
439,Zhanaozen,KZ,54.25,overcast clouds,43.3,52.8, 
440,Methoni,GR,65.21,clear sky,36.8197,21.7049,Methoni Beach Hotel
441,Pimentel,PE,64.69,clear sky,-6.8367,-79.9342,Hotel Puerto del Sol
442,Tigre,AR,69.06,clear sky,-34.426,-58.5796,Puerto Delta Apartamentos
443,Pital,CO,73.72,overcast clouds,2.2665,-75.8044,Finca el Rebaño Vida el Uvital
444,Mahajanga,MG,71.62,clear sky,-15.7167,46.3167,Hôtel Restaurant Gourmand Coco Lodge Majunga
445,Rorvik,NO,44.71,overcast clouds,64.8621,11.2373,Kysthotellet Rørvik AS
446,Mercedes,AR,69.78,overcast clouds,-34.6515,-59.4307,Posada del Inti Centro
447,Bilkha,IN,73.11,clear sky,21.4333,70.6,My house
448,Cherusti,RU,38.21,scattered clouds,55.5498,40.0107, 
450,Macesu De Sus,RO,51.67,clear sky,43.9167,23.7,Pensiunea Melissa
451,Borba,BR,80.8,heavy intensity rain,-4.3878,-59.5939,Hotel da Amazônia
452,Shu,KZ,43.02,overcast clouds,43.5983,73.7614,Shyngyzkhan
453,Olafsvik,IS,44.74,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
454,Cotonou,BJ,80.58,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
455,Wah,PK,64.0,broken clouds,33.798,72.6957,UW Boys Hostel 27 Area Wah
456,Sao Desiderio,BR,77.56,clear sky,-12.3633,-44.9733,POUSADA BOM SOSSEGO
457,Pine Castle,US,63.99,scattered clouds,28.472,-81.3679,Best Western Airport Inn & Suites
458,Vardo,NO,33.78,light intensity shower rain,70.3705,31.1107,Vardø Hotel AS
459,Kajaani,FI,37.45,broken clouds,64.2273,27.7285,Original Sokos Hotel Valjus
460,Itarema,BR,79.23,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
461,Mwanza,TZ,73.0,overcast clouds,-2.5167,32.9,Gold Crest Hotel
462,Chornukhy,UA,47.53,overcast clouds,50.2673,32.942, 
463,Capanema,BR,78.75,overcast clouds,-1.1958,-47.1808,Hotel Legal
464,Hemsedal,NO,32.16,clear sky,60.8629,8.5534,Hemsetunet Apartments
465,Sorland,NO,40.86,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
466,Umarkot,PK,75.45,scattered clouds,25.3616,69.7362,Al-Qamar Boys Hostel
467,Maceio,BR,74.64,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
468,Sept-Iles,CA,50.52,light intensity drizzle,50.2001,-66.3821,Comfort Inn
469,Starkville,US,59.67,clear sky,33.4504,-88.8184,Hilton Garden Inn Starkville
470,Kholmy,UA,38.44,scattered clouds,51.871,32.6006, 
471,Tricase,IT,60.15,clear sky,39.9304,18.3553,Hotel Adriatico
472,Kedrovka,RU,36.48,overcast clouds,55.5333,86.05,Гостиница «Олимпия»
473,Shepetivka,UA,39.45,scattered clouds,50.1855,27.0637,Turhenyev
474,Barabinsk,RU,42.06,overcast clouds,55.3571,78.357,Gostinichnyy Kompleks Noy
475,Banda Aceh,ID,78.98,light rain,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
476,North Myrtle Beach,US,55.45,clear sky,33.816,-78.68,Avista Resort
477,Kalmunai,LK,78.01,overcast clouds,7.4167,81.8167,VS Villa
478,Ouesso,CG,70.66,moderate rain,1.6136,16.0517,ABENIE Hotel
479,Jacareacanga,BR,75.92,broken clouds,-6.2222,-57.7528,Casa do Ian😎
480,Ashtabula,US,44.46,overcast clouds,41.7001,-80.7665,DFC Mobile Home Park & Sales
481,Guamal,CO,76.68,light rain,9.1433,-74.2238,HOSTAL VILLA CASTA
482,Abu Zabad,SD,82.96,scattered clouds,12.35,29.25,حامد محمد نور
483,Quelimane,MZ,75.15,broken clouds,-17.8786,36.8883,Hotel Flamingo
484,Podyuga,RU,35.06,overcast clouds,61.095,40.8647, 
485,Chiredzi,ZW,70.79,broken clouds,-21.05,31.6667,Clevers Hotel Chiredzi
486,Santa Maria,BR,65.88,few clouds,-29.6842,-53.8069,Hotel Morotin
487,Benjamin Aceval,PY,73.6,overcast clouds,-24.9667,-57.5667,Escuela Agrícola y Hotel Cerrito
488,Kulhudhuffushi,MV,80.89,light rain,6.6221,73.07,Haajy Guest House 1
489,Kinsale,IE,57.24,broken clouds,51.7075,-8.5306,Actons Hotel Kinsale
490,Itacare,BR,74.08,clear sky,-14.2775,-38.9967,Ecoporan Hotel Charme Spa & Eventos
491,Llanes,ES,62.89,broken clouds,43.4198,-4.7549,Hotel La Paz
492,Sayyan,YE,54.37,clear sky,15.1718,44.3244,متنزه و بحيرة سيان
493,Mananara,MG,67.98,scattered clouds,-16.1667,49.7667,Chez Roger
494,Panjab,AF,29.88,clear sky,34.388,67.0233, 
495,Tarut,SA,79.0,overcast clouds,26.5733,50.0369,سطحة لسحب ونقل السيارات
496,Boa Vista,BR,75.18,light rain,2.8197,-60.6733,Aipana Plaza Hotel
497,Namwala,ZM,72.81,few clouds,-15.7504,26.4384,Corner Point Lodge
498,Colquechaca,BO,45.43,overcast clouds,-18.6667,-66.0167, 
499,Matagami,CA,37.51,broken clouds,49.7502,-77.6328,Motel Le Caribou
500,Chulym,RU,40.75,overcast clouds,55.0997,80.9572,"""U Tat'yany"""
501,Pakruojis,LT,36.39,scattered clouds,55.9667,23.8667,Pakruojis Manor Miller's House Hotel
502,Havoysund,NO,37.63,light rain,70.9963,24.6622,Arctic View Glamping & Restaurant
503,San Francisco,US,96.62,scattered clouds,37.7749,-122.4194,Edwardian Hotel
504,Tahoua,NE,82.27,few clouds,14.8888,5.2692,Bungalows Guesthouse
505,Fianarantsoa,MG,56.79,overcast clouds,-21.4333,47.0833,Soratel
506,Mahibadhoo,MV,81.43,broken clouds,3.7833,72.9667,Omadhoo Inn
507,Easton,US,49.08,overcast clouds,40.6884,-75.2207,Grand Eastonian Hotel & Suites
508,Xuddur,SO,71.67,scattered clouds,4.1213,43.8894,Banjanay Hotel
509,Jaguaribe,BR,83.34,broken clouds,-5.8906,-38.6219,Hotel Pinheiro
510,Luanda,AO,77.0,broken clouds,-8.8368,13.2343,EPIC SANA Luanda
511,Camana,PE,63.16,scattered clouds,-16.6228,-72.7111,Hostal Morales
512,Tarbes,FR,66.31,light rain,43.25,0.1667,Quelle Vue (Gite Rural)
513,Tiruppuvanam,IN,78.57,moderate rain,9.8333,78.2667,Velammal Lodge
514,Nizhnyaya Tavda,RU,39.52,overcast clouds,57.6731,66.1725,Dom
515,Luau,AO,69.28,broken clouds,-10.7073,22.2247,Kimbo Hotel
516,Amfissa,GR,57.49,clear sky,38.525,22.3731,Kelari Studios
517,Rozzano,IT,63.37,clear sky,45.3819,9.1606,H2c Hotel Milanofiori
518,Morondava,MG,76.59,clear sky,-20.2833,44.2833,La Case Bambou
519,Minudasht,IR,67.37,clear sky,37.2289,55.3747,هتل قصر
520,Melilla,ES,70.18,overcast clouds,35.2937,-2.9383,Hotel Anfora
521,Moyale,KE,68.18,scattered clouds,3.5167,39.0584,La Tahzan Guest House
522,Klyuchi,RU,47.61,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
523,Dolores,AR,57.92,moderate rain,-36.3132,-57.6792,Apart Hotel - Arianos
524,Camacha,PT,69.22,few clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
525,Lieksa,FI,38.32,overcast clouds,63.3167,30.0167,Kaatrahovi
526,Ekibastuz,KZ,41.2,overcast clouds,51.6667,75.3667, 
527,Puerto Asis,CO,76.37,overcast clouds,0.5133,-76.5007,Ayawaska Hostal
528,Tsabong,BW,74.52,few clouds,-26.0217,22.401,Springbok Motel
529,Manicore,BR,78.75,clear sky,-5.8092,-61.3003,Hotel Durval
530,Concepcion,CL,53.4,overcast clouds,-36.827,-73.0498,Hotel El Araucano
531,Pachino,IT,67.73,clear sky,36.7186,15.0907,Il Veliero
532,Nogent-Le-Rotrou,FR,58.66,overcast clouds,48.3333,1.0,La Glatine
533,New Deer,GB,49.44,overcast clouds,57.5123,-2.1884,https://maudstationhotel.co.uk/
534,Economy,US,42.94,overcast clouds,40.6001,-80.2248,Forest Brook Mobile Home Park
535,Kobylka,PL,43.92,clear sky,52.3395,21.1959,Hotel Trylogia
536,Alekseyevka,RU,46.96,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
537,Solaro,IT,58.6,broken clouds,44.8799,9.1732,Il Covone di Grano
538,Guacimo,CR,77.56,broken clouds,10.2104,-83.6807,Hotel Los Ríos
539,Salalah,OM,75.29,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
540,Vila Franca Do Campo,PT,64.81,light rain,37.7167,-25.4333,Pestana Bahia Praia
541,Mahon,ES,70.36,broken clouds,39.8885,4.2658,ARTIEM Capri
542,Oksfjord,NO,37.47,overcast clouds,70.2396,22.3479, 
543,Mount Darwin,ZW,67.1,scattered clouds,-16.7725,31.5838, 
544,Baillif,GP,78.3,clear sky,16.0202,-61.7463,Hôtel Saint-Georges
545,Kudahuvadhoo,MV,80.35,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
546,Derbent,RU,62.42,overcast clouds,42.0678,48.2899,Elit
547,Road Town,VG,84.29,few clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
548,Sakakah,SA,71.17,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
549,Shambu,ET,51.71,light rain,9.5667,37.1,Wabe Hotel
550,Willowmore,ZA,76.95,broken clouds,-33.2926,23.4895,Jumper's Place
551,Akhtanizovskaya,RU,55.87,scattered clouds,45.32,37.1,Svetlyy
552,Tevriz,RU,39.97,overcast clouds,57.509,72.4042,Postoyalyy Dvor
553,Ouango,CF,70.29,moderate rain,4.3133,22.5552, 
554,Coihueco,CL,54.34,scattered clouds,-36.6167,-71.8333,"Frutillares, Coihueco"
555,Morant Bay,JM,83.82,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
556,Nalut,LY,64.2,clear sky,30.3333,10.85, 
557,Santo Antonio Do Leverger,BR,84.58,broken clouds,-15.8656,-56.0767,Chácara Do SINETRAN
558,Sinnamary,GF,79.0,broken clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
559,Limanowa,PL,45.14,broken clouds,49.7059,20.422,Pokoje Limanowa
560,Toamasina,MG,64.4,few clouds,-18.1667,49.3833,Hotel H1
561,Joacaba,BR,65.71,moderate rain,-27.1781,-51.5047,Hotel Jaraguá
562,Bathurst,AU,61.97,moderate rain,-33.4166,149.5806,Bathurst Motor Inn
563,Uyo,NG,73.69,light rain,5.0333,7.9266,Economy Lodge
564,San Ramon,US,93.47,clear sky,37.7799,-121.978,San Ramon Marriott
565,Male,MV,82.35,scattered clouds,4.1748,73.5089,Hotel Octave Maldives
566,Persianovskiy,RU,50.56,broken clouds,47.5137,40.1075,Otel' Dinastiya
567,Altay,CN,33.67,overcast clouds,47.8667,88.1167,Jinqiao Hotel
568,Sinop,TR,55.18,overcast clouds,41.7711,34.8709, 
569,Ramhormoz,IR,77.88,clear sky,31.28,49.6035,کافی نت کاریزما
570,Odienne,CI,71.94,light rain,9.51,-7.5692,Oustaz Vame DIAKITE
571,Sao Jose Da Tapera,BR,72.91,broken clouds,-9.5583,-37.3811,Pousada Felicia
572,Lubao,PH,80.31,light rain,14.9167,120.55,Hacienda Gracia
573,Trelew,AR,77.74,broken clouds,-43.249,-65.3051,Hotel Touring Club
574,Iskateley,RU,32.7,light snow,67.6803,53.1512,Hostel Agat
575,Punta Alta,AR,69.3,overcast clouds,-38.8759,-62.0736,Center Hotel Punta Alta
576,Borne,NL,47.37,overcast clouds,52.3,6.75,Van der Valk Hotel Hengelo
577,Ust-Kalmanka,RU,44.44,overcast clouds,52.1207,83.305, 
578,Nokaneng,BW,70.88,overcast clouds,-19.6667,22.2667, 
579,Ahar,IR,57.15,scattered clouds,38.4774,47.0699,هتل رضوی
580,Cervo,ES,60.96,scattered clouds,43.6702,-7.4101,Hotel Spa Galatea
581,Maragogi,BR,75.18,scattered clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
582,Meulaboh,ID,75.15,overcast clouds,4.1363,96.1285,Kost Pria
583,Villa Maria,AR,60.82,overcast clouds,-32.4075,-63.2402,Hotel Milenium
584,Hvide Sande,DK,47.7,broken clouds,56.0045,8.1294,Hvide Sande Hotel
585,Varhaug,NO,44.89,broken clouds,58.6147,5.6457,Jonas Bue
586,Dourbali,TD,84.15,overcast clouds,11.8091,15.8632, 
587,Soledade,BR,59.95,scattered clouds,-28.8183,-52.5103,Pousada Da Gringa
588,Sucua,EC,75.94,light rain,-2.4667,-78.1667,Finca el Piura
589,Formosa,AR,73.38,thunderstorm with rain,-26.1775,-58.1781,Asterión Departamentos
590,Awbari,LY,68.88,few clouds,26.5921,12.7805,استراحة الشارب العائلي
591,Sao Miguel Do Araguaia,BR,87.01,broken clouds,-13.275,-50.1628,Hotel Executivo Palace
592,Mtwara,TZ,72.77,broken clouds,-10.2667,40.1833,TIL Hotels Mtwara
593,Waterloo,CA,37.65,moderate rain,43.4668,-80.5164,The Walper Hotel
594,Sur,OM,80.8,overcast clouds,22.5667,59.5289,Sur Plaza Hotel
595,Dalmatovo,RU,38.21,overcast clouds,56.26,62.9362,"Gostinitsa I Obshchezhitiye ""Start-Prodservis"""
596,Maralal,KE,58.28,broken clouds,1.0968,36.698,Ngari Hill Ecolodge
597,San Andres,CO,84.22,few clouds,12.5847,-81.7006,Hotel Arena Blanca
598,Nara,JP,56.91,clear sky,34.6851,135.8049,Guesthouse Nara Komachi
599,Sechura,PE,65.68,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
600,Gao,ML,81.41,clear sky,16.6362,1.637, 
601,Jalu,LY,72.34,broken clouds,29.0331,21.5482,صاحبة الفخامة
602,Shostka,UA,39.33,scattered clouds,51.863,33.4698,Premiere Hotel
603,Sehithwa,BW,75.24,overcast clouds,-20.4667,22.7167,MONLEK GUEST HOUSE
604,Urumqi,CN,41.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
605,Pulaski,US,57.31,few clouds,34.7668,-92.3001,DoubleTree by Hilton Hotel Little Rock
606,Cururupu,BR,77.63,broken clouds,-1.8283,-44.8683,POUSADA TRAVÉS'CIA
607,Segezha,RU,35.28,overcast clouds,63.7415,34.3222,Sampo Hotel
608,Belem De Sao Francisco,BR,80.56,scattered clouds,-8.7539,-38.9658,Village Hotel
609,Castletown,IE,55.89,overcast clouds,53.0281,-9.0686,Clare's Rock Hostel
611,Njeru,UG,64.81,light rain,0.4186,33.1731,2 Friends Guesthouse and Restaurant
612,Kasongo-Lunda,CD,70.74,light rain,-6.4667,16.8167, 
613,Kalabo,ZM,72.27,broken clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
614,Edenderry,IE,57.22,overcast clouds,53.3453,-7.0497,Hogans B&B
615,Ugoofaaru,MV,81.1,overcast clouds,5.6667,73.0,Ungoofaaru Inn
616,Geraldton,AU,63.01,scattered clouds,-28.7667,114.6,Broadwater Mariner Resort
617,Las Palmas,ES,70.59,scattered clouds,28.4204,-14.0131,Casillas De Morales 59.
618,Kyrylivka,UA,55.29,overcast clouds,46.3759,35.3675,"Rok-Hotelʹ ""Kleopatra"""
619,Cherdyn,RU,32.43,broken clouds,60.403,56.4787,"Baza Otdykha ""Severnyy Ural"""
620,Tashtyp,RU,29.1,broken clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
621,Gunib,RU,53.38,broken clouds,42.3876,46.9651,Radde
622,Atasu,KZ,46.54,overcast clouds,48.6814,71.6433,Diana
623,Mumford,GH,77.63,light rain,5.2618,-0.759,Peace Guest House
625,Tulum,MX,73.63,light rain,20.2167,-87.4667,Kin Ha Tulum
626,Gamba,GA,76.53,light rain,-2.65,10.0, 
627,Quballat,TN,66.07,clear sky,36.5418,9.6633,Dar 3ezdin chalby
628,Pangody,RU,35.71,overcast clouds,65.85,74.4859,Elizaveta Shevchuk's House
629,Abeche,TD,83.35,clear sky,13.8292,20.8324,Assaleh Hamdan Haroune
630,Horta,PT,64.02,overcast clouds,38.5333,-28.6333,Hotel do Canal | Horta - Faial
631,Cabedelo,BR,75.87,clear sky,-6.9811,-34.8339,Pousada Camboinha
632,Salinas,US,98.01,smoke,36.6777,-121.6555,Laurel Inn & Conference Center
633,Chortomlyk,UA,52.77,overcast clouds,47.6232,34.142,Гостиница «Покров»
634,Vagay,RU,40.8,overcast clouds,57.9375,69.0217, 
635,Mecca,SA,79.84,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
636,Mayor Pablo Lagerenza,PY,81.86,broken clouds,-19.9309,-60.7718, 
637,Beruwala,LK,77.41,overcast clouds,6.4788,79.9828,The Palms Hotel
638,Kembe,CF,69.8,moderate rain,4.6228,21.8865, 
639,Arrifes,PT,62.85,shower rain,37.7667,-25.7,Hotel Ponta Delgada
640,Mbanza-Ngungu,CD,71.37,scattered clouds,-5.25,14.8667,Hotel Full Business
641,Tarashcha,UA,44.83,light rain,49.5583,30.4926,Pride
642,Diapaga,BF,79.48,overcast clouds,12.0708,1.7889,Hôtel GACILIE
643,Oistins,BB,80.69,scattered clouds,13.0667,-59.5333,Butterfly Beach Hotel
644,Bizhbulyak,RU,39.2,overcast clouds,53.6967,54.2642,"Бижбуляк, гостиница ООО ""Домоустроитель"""
645,Strzelce Opolskie,PL,44.13,clear sky,50.5107,18.3006,Pokoje przy Starym Młynie
646,Ankazoabo,MG,74.26,scattered clouds,-22.2833,44.5167,ENCEIN BUREAU CISCO
647,Machiques,VE,78.15,broken clouds,10.0644,-72.545,hotel el markes
648,Farah,AF,55.53,clear sky,32.5,62.5, 
649,Sobradinho,BR,71.08,clear sky,-12.8333,-39.1,Pousada Pau Brasil
