City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
128,Coronel Martinez,PY,67.62,overcast clouds,-25.75,-56.6167,Complejo Recreativo San Antonio
130,Vestmannaeyjar,IS,44.31,overcast clouds,63.4427,-20.2734,Glamping & Camping
131,Bereda,ES,54.41,few clouds,43.2686,-7.5406,Pazo de Verdes
132,Grand Gaube,MU,66.38,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
133,Sao Felix Do Xingu,BR,81.3,broken clouds,-6.6447,-51.995,Rio Xingu Camping
134,Thunder Bay,CA,39.99,overcast clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
135,Kishtwar,IN,48.56,overcast clouds,33.3167,75.7667,Heritage Bagh by Himalayan Musk
136,Viedma,AR,72.5,overcast clouds,-40.8135,-62.9967,Hotel Cristal
137,Bronnoysund,NO,44.6,broken clouds,65.4625,12.1997,Corner Hotel
138,Tazovskiy,RU,36.0,light rain,67.4667,78.7,TazHostel
139,Narsaq,GL,30.09,few clouds,60.9167,-46.05,Sleep In Narsaq
140,Yanam,IN,75.58,scattered clouds,16.7333,82.2167,The Regency Hotel
141,Saint George,US,86.95,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
142,Hofn,IS,42.66,clear sky,64.2539,-15.2082,Hótel Höfn
143,Mocuba,MZ,71.01,scattered clouds,-16.8392,36.9856,Phama Lodge
144,Usinsk,RU,30.96,light snow,65.9939,57.5281,Dobro Pozhalovaty
145,Caucaia,BR,80.55,broken clouds,-3.7361,-38.6531,M.O.S. Logística - Filial Fortaleza
146,Ndioum,SN,93.54,clear sky,16.5129,-14.6471,l'hôtel samassa
147,Pimenteiras,BR,79.7,scattered clouds,-6.2453,-41.4192,Hotel rotativo pimentas
148,Sisimiut,GL,22.86,overcast clouds,66.9395,-53.6735,Hotel Sisimiut
149,Lasa,IT,50.36,broken clouds,46.6166,10.7002,Pension Feldgärtenhof
150,Frutal,BR,78.21,scattered clouds,-20.0247,-48.9406,Hotel Recanto Dos Ipês
151,Salo,IT,62.69,few clouds,45.6086,10.531,Park Hotel Casimiro Village - Blu Hotels
152,Sirjan,IR,59.4,few clouds,29.452,55.6814,MAPNA Building
153,Port-Gentil,GA,78.76,thunderstorm,-0.7193,8.7815,Fengshui Residence
154,Bokoro,TD,84.7,broken clouds,12.3807,17.0568, 
155,Hambantota,LK,78.57,overcast clouds,6.1241,81.1185,Bungalow 63
156,Fez,MA,70.05,clear sky,34.0372,-4.9998,Hotel Mounia Fès
157,Comodoro Rivadavia,AR,67.86,overcast clouds,-45.8667,-67.5,Austral Hotel
158,Pedernales,DO,82.02,broken clouds,18.0384,-71.744,Hotel Costa Marina
159,Malinyi,TZ,72.21,scattered clouds,-8.9333,36.1333,d.light malinyi Ec
160,Burgos,ES,52.21,moderate rain,42.3394,-3.7079,Hotel Corona de Castilla (Sercotel)
161,Serov,RU,33.1,scattered clouds,59.6033,60.5787,Five Stars Hotel
162,Bardiyah,LY,69.87,few clouds,31.7561,25.0865,بورتو بردية
163,Anloga,GH,78.98,light rain,5.7947,0.8973,Pin Drop Hotel
164,Pangnirtung,CA,16.77,broken clouds,66.1451,-65.7125,Kilabuk Lodge
165,Amargosa,BR,66.52,few clouds,-13.0303,-39.6047,Hotel Amargosa
166,Cardoso,BR,79.27,broken clouds,-20.0819,-49.9142,EmilioTur Pescaria
167,Marienburg,PL,43.88,broken clouds,54.0359,19.0266,Hotel Centrum Malbork
168,Edgewater,US,61.12,scattered clouds,28.9889,-80.9023,Islander Beach Resort
169,Malakal,SS,73.29,scattered clouds,9.5334,31.6605,Nile Palace Hotel
170,Tifton,US,58.71,clear sky,31.4505,-83.5085,Hilton Garden Inn Tifton
171,Gari,RU,31.89,broken clouds,59.4307,62.3497, 
